Player Name,Age,Season,Position,Team,Games Played,Games Started,Passing Attempts,Passing Completions,Passing Yards,Passing Touchdowns,Interceptions Thrown,Rushing Attempts,Rushing Yards,Rushing Touchdowns,Targets,Receptions,Receiving Yards,Receiving Touchdowns,Fumbles,Field Goals Attempted 0-39,Field Goals Made 0-39,Field Goals Attempted 40-49,Field Goals Made 40-49,Field Goals Attempted 50+,Field Goals Made 50+,Field Goals Attempted,Field Goals Made,Extra Points Attempted,Extra Points Made,Total Yards Allowed,Total Plays,Takeaways,First Downs Allowed,Passing Yards Allowed,Passing Touchdowns Allowed,Rushing Yards Allowed,Rushing Touchdowns Allowed,Penalties Committed,Penalty Yards,First Downs by Penalty,Percent Drives Scored On,Percent Drives Takeaway,ST_Sacks,ST_Interceptions,ST_Fumble Recoveries,ST_Forced Fumbles,ST_Safeties,ST_Special Teams Touchdowns,Fantasy Points From Points,XP2,ESPN ADP,Sleeper ADP,NFL ADP,RTSports ADP,Average ADP,Positional ADP,PPR Fantasy Points Scored,Standard Fantasy Points Scored,Total_Injuries
Chase Daniel,36.0,2022,QB,LAC,4.0,0.0,12.0,8.0,52.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,6.48,6.48,0.0
Chase Edmonds,26.0,2022,RB,2TM,13.0,3.0,,,,,,68.0,245.0,2.0,24.0,16.0,157.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,87.0,111.0,55.0,86.8,33.0,74.2,58.2,0.0
Chase McLaughlin,26.0,2022,K,IND,16.0,0.0,,,,,,,,,,,,,,13.0,12.0,11.0,9.0,12.0,9.0,36.0,30.0,21.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,132.0,132.0,0.0
Chicago Bears DST,,2022,DEF,CHI,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,6390.0,1043.0,23.0,361.0,3716.0,22.0,2674.0,31.0,84.0,647.0,26.0,41.8,11.9,20.0,14.0,9.0,10.0,0.0,0.0,0.0,,,,223.0,272.0,247.5,24.0,66.0,66.0,0.0
Chigoziem Okonkwo,23.0,2022,TE,TEN,17.0,8.0,,,,,,3.0,2.0,0.0,46.0,32.0,450.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,95.2,63.2,0.0
Chris Boswell,31.0,2022,K,PIT,12.0,0.0,,,,,,,,,,,,,,9.0,8.0,10.0,5.0,9.0,7.0,28.0,20.0,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,198.0,,150.0,260.0,202.7,16.0,89.0,89.0,1.0
Chris Conley,30.0,2022,WR,2TM,9.0,1.0,,,,,,0.0,0.0,0.0,7.0,4.0,46.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,8.6,4.6,0.0
Chris Evans,25.0,2022,RB,CIN,12.0,0.0,,,,,,0.0,0.0,0.0,4.0,3.0,38.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.0,280.0,84.0,12.8,9.8,0.0
Chris Godwin,26.0,2022,WR,TAM,15.0,13.0,,,,,,3.0,5.0,0.0,142.0,104.0,1023.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,59.0,65.0,57.0,66.0,61.8,23.0,222.8,118.8,2.0
Chris Manhertz,30.0,2022,TE,JAX,17.0,11.0,,,,,,0.0,0.0,0.0,8.0,6.0,42.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,10.2,4.2,0.0
Chris Moore,29.0,2022,WR,HOU,16.0,7.0,,,,,,3.0,3.0,0.0,74.0,48.0,548.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,115.1,67.1,1.0
Chris Myarick,27.0,2022,RB,NYG,16.0,8.0,,,,,,0.0,0.0,0.0,8.0,7.0,65.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,19.5,12.5,0.0
Chris Olave,22.0,2022,WR,NOR,15.0,9.0,,,,,,0.0,0.0,0.0,119.0,72.0,1042.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0,102.0,126.0,106.0,110.8,44.0,196.2,124.2,1.0
Chris Streveler,27.0,2022,QB,NYJ,2.0,1.0,15.0,10.0,90.0,0.0,0.0,9.0,54.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,7.0,7.0,0.0
Christian Kirk,26.0,2022,WR,JAX,17.0,17.0,1.0,0.0,0.0,0.0,0.0,5.0,11.0,0.0,133.0,84.0,1108.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,105.0,125.0,89.0,100.3,41.0,241.9,157.9,0.0
Christian McCaffrey,26.0,2022,RB,SFO,11.0,10.0,1.0,1.0,34.0,1.0,0.0,244.0,1139.0,8.0,108.0,85.0,741.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,354.36,269.36,0.0
Christian Watson,23.0,2022,WR,GNB,14.0,11.0,,,,,,7.0,80.0,2.0,66.0,41.0,611.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.0,202.0,189.0,188.3,65.0,164.1,123.1,3.0
Chuba Hubbard,23.0,2022,RB,CAR,15.0,2.0,,,,,,95.0,466.0,2.0,17.0,14.0,171.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.0,182.0,209.0,193.0,58.0,85.7,71.7,2.0
Cincinnati Bengals DST,,2022,DEF,CIN,16.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,5371.0,996.0,24.0,295.0,3665.0,17.0,1706.0,12.0,100.0,832.0,20.0,36.4,13.1,30.0,13.0,11.0,13.0,0.0,1.0,0.0,,195.0,221.0,189.0,277.0,220.5,19.0,84.0,84.0,0.0
Cleveland Browns DST,,2022,DEF,CLE,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,5631.0,1041.0,20.0,329.0,3336.0,20.0,2295.0,22.0,88.0,714.0,34.0,38.5,10.2,34.0,11.0,9.0,10.0,0.0,4.0,0.0,,188.0,201.0,199.0,204.0,198.0,17.0,98.0,98.0,0.0
Clyde Edwards-Helaire,23.0,2022,RB,KAN,10.0,6.0,,,,,,71.0,302.0,3.0,23.0,17.0,151.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,67.0,59.0,70.0,64.0,24.0,98.3,81.3,0.0
Cody Hollister,29.0,2022,WR,TEN,11.0,3.0,,,,,,0.0,0.0,0.0,5.0,3.0,54.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,8.4,5.4,2.0
Cody White,24.0,2022,WR,PIT,1.0,1.0,,,,,,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,1.2,0.2,0.0
Colby Parkinson,23.0,2022,TE,SEA,17.0,2.0,,,,,,0.0,0.0,0.0,34.0,25.0,322.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,69.2,44.2,0.0
Cole Beasley,33.0,2022,WR,2TM,4.0,1.0,,,,,,0.0,0.0,0.0,7.0,6.0,35.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,9.5,3.5,0.0
Cole Kmet,23.0,2022,TE,CHI,17.0,17.0,,,,,,2.0,9.0,0.0,69.0,50.0,544.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.0,116.0,143.0,113.0,121.8,12.0,145.3,95.3,0.0
Cole Turner,22.0,2022,TE,WAS,10.0,2.0,,,,,,0.0,0.0,0.0,9.0,2.0,23.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,4.3,2.3,1.0
Colt McCoy,36.0,2022,QB,ARI,4.0,3.0,132.0,90.0,780.0,1.0,3.0,14.0,36.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,28.8,28.8,2.0
Connor Heyward,23.0,2022,TE,PIT,17.0,0.0,,,,,,2.0,27.0,0.0,17.0,12.0,151.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,35.8,23.8,0.0
Cooper Kupp,29.0,2022,WR,LAR,9.0,9.0,1.0,0.0,0.0,0.0,0.0,9.0,52.0,1.0,98.0,75.0,812.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5.0,3.0,5.0,4.0,1.0,199.4,124.4,0.0
Cooper Rush,29.0,2022,QB,DAL,9.0,5.0,162.0,94.0,1051.0,5.0,3.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,52.64,52.64,0.0
Cordarrelle Patterson,31.0,2022,RB,ATL,13.0,11.0,,,,,,144.0,695.0,8.0,31.0,21.0,122.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,81.0,93.0,77.0,85.8,31.0,148.7,127.7,1.0
Corey Bojorquez,26.0,2022,K,CLE,17.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,0.0,0.0,0.0
Corey Clement,28.0,2022,RB,ARI,9.0,1.0,,,,,,15.0,55.0,1.0,7.0,5.0,54.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,21.9,16.9,0.0
Corey Davis,27.0,2022,WR,NYJ,13.0,10.0,,,,,,0.0,0.0,0.0,64.0,32.0,536.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0,236.0,211.5,71.0,97.6,65.6,4.0
Courtland Sutton,27.0,2022,WR,DEN,15.0,15.0,,,,,,1.0,5.0,0.0,109.0,64.0,829.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,47.0,92.0,42.0,58.0,21.0,159.4,95.4,3.0
Craig Reynolds,26.0,2022,RB,DET,9.0,0.0,,,,,,23.0,102.0,0.0,10.0,9.0,116.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,30.8,21.8,0.0
Curtis Samuel,26.0,2022,WR,WAS,17.0,12.0,,,,,,38.0,187.0,1.0,92.0,64.0,656.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.0,274.0,273.0,263.3,88.0,176.3,112.3,0.0
D'Andre Swift,23.0,2022,RB,DET,14.0,8.0,,,,,,99.0,542.0,5.0,70.0,48.0,389.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,14.0,22.0,11.0,15.5,9.0,187.1,139.1,2.0
D'Ernest Johnson,26.0,2022,RB,CLE,15.0,0.0,,,,,,4.0,17.0,0.0,3.0,3.0,7.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.0,241.0,266.5,83.0,5.4,2.4,0.0
D'Onta Foreman,26.0,2022,RB,CAR,17.0,9.0,,,,,,203.0,914.0,5.0,9.0,5.0,26.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,211.0,271.0,175.0,219.0,66.0,129.0,124.0,0.0
D'Wayne Eskridge,25.0,2022,WR,SEA,10.0,0.0,,,,,,2.0,10.0,0.0,13.0,7.0,58.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,13.8,6.8,0.0
D.J. Moore,25.0,2022,WR,CAR,17.0,17.0,,,,,,10.0,53.0,0.0,118.0,63.0,888.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,42.0,60.0,41.0,43.8,15.0,199.1,136.1,0.0
D.K. Metcalf,25.0,2022,WR,SEA,17.0,17.0,,,,,,0.0,0.0,0.0,141.0,90.0,1048.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,48.0,39.0,60.0,48.3,19.0,226.8,136.8,0.0
DJ Chark,26.0,2022,WR,DET,11.0,10.0,,,,,,0.0,0.0,0.0,52.0,30.0,502.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.0,170.0,140.0,135.0,147.5,55.0,98.2,68.2,2.0
DJ Turner,25.0,2022,WR,LVR,9.0,0.0,,,,,,4.0,26.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,0.6,0.6,0.0
Dak Prescott,29.0,2022,QB,DAL,12.0,12.0,394.0,261.0,2860.0,23.0,15.0,45.0,182.0,1.0,0.0,0.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,91.0,72.0,90.0,82.0,11.0,192.6,192.6,4.0
Dallas Cowboys DST,,2022,DEF,DAL,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,5613.0,1101.0,33.0,327.0,3415.0,23.0,2198.0,9.0,98.0,851.0,34.0,33.5,16.2,54.0,16.0,17.0,21.0,0.0,3.0,0.0,,130.0,139.0,108.0,178.0,138.8,7.0,138.0,138.0,0.0
Dallas Goedert,27.0,2022,TE,PHI,12.0,12.0,,,,,,0.0,0.0,0.0,69.0,55.0,702.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,71.0,52.0,80.0,70.5,8.0,141.2,86.2,0.0
Dalton Schultz,26.0,2022,TE,DAL,15.0,15.0,,,,,,0.0,0.0,0.0,89.0,57.0,577.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,55.0,54.0,63.0,57.3,6.0,142.7,85.7,0.0
Dalvin Cook,27.0,2022,RB,MIN,17.0,17.0,0.0,0.0,0.0,0.0,0.0,264.0,1173.0,8.0,56.0,39.0,295.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,7.0,7.0,7.0,7.5,5.0,237.8,198.8,0.0
Dameon Pierce,22.0,2022,RB,HOU,13.0,13.0,,,,,,220.0,939.0,4.0,39.0,30.0,165.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,96.0,121.0,39.0,83.5,27.0,162.4,132.4,1.0
Damien Harris,25.0,2022,RB,NWE,11.0,9.0,,,,,,106.0,462.0,3.0,23.0,17.0,97.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0,79.0,81.0,86.0,83.8,28.0,90.9,73.9,2.0
Damien Williams,30.0,2022,RB,ATL,1.0,1.0,,,,,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.0,231.0,72.0,0.2,0.2,1.0
Damiere Byrd,29.0,2022,WR,ATL,14.0,4.0,,,,,,0.0,0.0,0.0,23.0,13.0,268.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,51.8,38.8,0.0
Dan Arnold,27.0,2022,TE,JAX,17.0,0.0,,,,,,0.0,0.0,0.0,13.0,9.0,135.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,22.5,13.5,0.0
Daniel Bellinger,22.0,2022,TE,NYG,12.0,11.0,,,,,,1.0,2.0,1.0,35.0,30.0,268.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,73.0,43.0,4.0
Daniel Carlson,27.0,2022,K,LVR,17.0,0.0,,,,,,,,,,,,,,20.0,20.0,4.0,3.0,13.0,11.0,37.0,34.0,36.0,35.0,,,,,,,,,,,,,,,,,,,,,,127.0,135.0,119.0,148.0,132.3,4.0,157.0,157.0,0.0
Daniel Jones,25.0,2022,QB,NYG,16.0,16.0,472.0,317.0,3205.0,15.0,5.0,120.0,708.0,7.0,0.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0,235.0,231.0,202.0,213.8,26.0,279.0,279.0,0.0
Danny Gray,23.0,2022,WR,SFO,13.0,0.0,,,,,,1.0,9.0,0.0,7.0,1.0,10.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,2.9,1.9,1.0
Dante Pettis,27.0,2022,WR,CHI,17.0,7.0,,,,,,2.0,37.0,0.0,41.0,19.0,245.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,63.2,44.2,0.0
Dare Ogunbowale,28.0,2022,RB,HOU,17.0,4.0,,,,,,42.0,123.0,1.0,26.0,20.0,104.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,48.7,28.7,0.0
Dareke Young,23.0,2022,WR,SEA,13.0,0.0,,,,,,0.0,0.0,0.0,2.0,2.0,24.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,4.4,2.4,1.0
Darius Slayton,25.0,2022,WR,NYG,16.0,11.0,,,,,,0.0,0.0,0.0,71.0,46.0,724.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,126.4,80.4,1.0
Darnell Mooney,25.0,2022,WR,CHI,12.0,12.0,,,,,,1.0,2.0,0.0,61.0,40.0,493.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,73.0,100.0,58.0,73.5,30.0,101.5,61.5,0.0
Darrel Williams,27.0,2022,RB,ARI,6.0,0.0,,,,,,21.0,102.0,1.0,8.0,4.0,9.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.0,,164.0,191.5,57.0,21.1,17.1,2.0
Darrell Henderson,25.0,2022,RB,LAR,10.0,7.0,,,,,,70.0,283.0,3.0,22.0,17.0,102.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.0,126.0,144.0,104.0,132.5,41.0,73.5,56.5,1.0
Darren Waller,30.0,2022,TE,LVR,9.0,6.0,,,,,,0.0,0.0,0.0,43.0,28.0,388.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,41.0,40.0,51.0,44.8,5.0,84.8,56.8,1.0
Darrynton Evans,24.0,2022,RB,CHI,6.0,0.0,,,,,,14.0,64.0,0.0,1.0,1.0,33.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,10.7,9.7,0.0
Davante Adams,30.0,2022,WR,LVR,17.0,17.0,0.0,0.0,0.0,0.0,0.0,3.0,-1.0,0.0,180.0,100.0,1516.0,14.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,12.0,11.0,15.0,12.3,4.0,333.5,233.5,0.0
David Bell,22.0,2022,WR,CLE,16.0,3.0,,,,,,0.0,0.0,0.0,35.0,24.0,214.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.0,,245.0,243.0,83.0,45.4,21.4,2.0
David Blough,27.0,2022,QB,ARI,2.0,2.0,58.0,38.0,402.0,2.0,2.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,18.58,18.58,0.0
David Johnson,31.0,2022,RB,NOR,5.0,0.0,,,,,,12.0,24.0,0.0,4.0,4.0,47.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,9.1,5.1,0.0
David Montgomery,25.0,2022,RB,CHI,16.0,16.0,,,,,,201.0,801.0,5.0,40.0,34.0,316.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,40.0,31.0,35.0,36.5,17.0,177.7,143.7,1.0
David Njoku,26.0,2022,TE,CLE,14.0,14.0,,,,,,2.0,-8.0,0.0,80.0,58.0,628.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,155.0,181.0,156.0,161.8,16.0,142.0,84.0,3.0
David Sills,26.0,2022,WR,NYG,9.0,5.0,,,,,,0.0,0.0,0.0,17.0,11.0,106.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,21.6,10.6,0.0
Davis Mills,24.0,2022,QB,HOU,15.0,15.0,479.0,292.0,3118.0,17.0,15.0,32.0,108.0,2.0,0.0,0.0,0.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.0,233.0,250.0,33.0,169.52,169.52,0.0
Davis Webb,27.0,2022,QB,NYG,1.0,1.0,40.0,23.0,168.0,1.0,0.0,6.0,41.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,20.82,20.82,0.0
Dawson Knox,26.0,2022,TE,BUF,15.0,15.0,,,,,,0.0,0.0,0.0,65.0,48.0,517.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,85.0,71.0,103.0,90.0,10.0,135.7,87.7,1.0
Dax Milne,23.0,2022,WR,WAS,15.0,1.0,,,,,,0.0,0.0,0.0,7.0,6.0,37.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,13.7,7.7,2.0
Daylen Baldwin,23.0,2022,WR,CLE,1.0,0.0,,,,,,0.0,0.0,0.0,2.0,2.0,25.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,4.5,2.5,0.0
DeAndre Carter,29.0,2022,WR,LAC,17.0,7.0,,,,,,2.0,-15.0,0.0,65.0,46.0,538.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,110.3,64.3,0.0
DeAndre Hopkins,30.0,2022,WR,ARI,9.0,9.0,,,,,,0.0,0.0,0.0,96.0,64.0,717.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,77.0,73.0,85.0,83.3,33.0,149.7,85.7,2.0
DeSean Jackson,36.0,2022,WR,BAL,7.0,1.0,,,,,,0.0,0.0,0.0,17.0,9.0,153.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,24.3,15.3,1.0
DeVante Parker,29.0,2022,WR,NWE,13.0,11.0,,,,,,0.0,0.0,0.0,47.0,31.0,539.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.0,150.0,163.0,166.0,161.5,58.0,102.9,71.9,4.0
DeVonta Smith,24.0,2022,WR,PHI,17.0,17.0,,,,,,0.0,0.0,0.0,136.0,95.0,1196.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,86.0,98.0,92.0,90.3,37.0,254.6,159.6,0.0
DeeJay Dallas,24.0,2022,RB,SEA,15.0,0.0,1.0,0.0,0.0,0.0,1.0,35.0,186.0,0.0,19.0,17.0,126.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.0,,294.0,87.0,44.2,27.2,3.0
Deebo Samuel,26.0,2022,WR,SFO,13.0,12.0,,,,,,42.0,232.0,3.0,94.0,56.0,632.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,21.0,14.0,19.0,17.0,6.0,166.4,110.4,4.0
Demarcus Robinson,28.0,2022,WR,BAL,17.0,5.0,,,,,,0.0,0.0,0.0,75.0,48.0,458.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,101.8,53.8,1.0
Demetric Felton,24.0,2022,WR,CLE,8.0,2.0,,,,,,1.0,-4.0,0.0,4.0,2.0,8.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,0.4,-1.6,1.0
Dennis Houston,23.0,2022,WR,DAL,2.0,0.0,,,,,,0.0,0.0,0.0,6.0,2.0,16.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,3.6,1.6,0.0
Denver Broncos DST,,2022,DEF,DEN,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,5440.0,1079.0,23.0,324.0,3574.0,20.0,1866.0,12.0,106.0,922.0,35.0,35.9,10.6,36.0,15.0,8.0,15.0,1.0,0.0,0.0,,184.0,157.0,165.0,170.0,169.0,12.0,84.0,84.0,0.0
Denzel Mims,25.0,2022,WR,NYJ,10.0,4.0,,,,,,0.0,0.0,0.0,25.0,11.0,186.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,29.6,18.6,1.0
Deon Jackson,23.0,2022,RB,IND,16.0,2.0,,,,,,68.0,236.0,1.0,34.0,30.0,209.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,84.5,54.5,1.0
Deonte Harty,25.0,2022,WR,NOR,4.0,0.0,,,,,,0.0,0.0,0.0,2.0,2.0,13.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,1.3,-0.7,1.0
Derek Carr,31.0,2022,QB,LVR,15.0,15.0,502.0,305.0,3522.0,24.0,14.0,24.0,102.0,0.0,0.0,0.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.0,115.0,112.0,112.0,113.3,14.0,211.08,211.08,1.0
Derek Watt,30.0,2022,RB,PIT,17.0,3.0,,,,,,9.0,21.0,1.0,5.0,5.0,11.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,20.2,15.2,0.0
Derrick Henry,28.0,2022,RB,TEN,16.0,16.0,2.0,2.0,4.0,1.0,0.0,349.0,1538.0,13.0,41.0,33.0,398.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,3.0,5.0,8.0,5.3,4.0,296.76,263.76,0.0
Deshaun Watson,27.0,2022,QB,CLE,6.0,6.0,170.0,99.0,1102.0,7.0,5.0,36.0,175.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.0,195.0,155.0,232.0,194.5,23.0,83.58,83.58,0.0
Desmond Ridder,23.0,2022,QB,ATL,4.0,4.0,115.0,73.0,708.0,2.0,0.0,16.0,64.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,36.72,36.72,0.0
